"ID";"BronTechniek";"Energietoepassingen";"Perioden";"BrutoEindverbruik_1";"BrutoEindverbruikRelatief_2";"VermedenVerbruik_3";"VermedenVerbruikRelatief_4";"VermedenEmissie_5";"VermedenEmissieRelatief_6"
"262";"E006588 ";"E006607 ";"1991JJ00";"     317";"    0.02";"     847";"    0.03";"      59";"    0.03"
"263";"E006588 ";"E006607 ";"1992JJ00";"     492";"    0.03";"    1319";"    0.05";"      90";"    0.05"
"264";"E006588 ";"E006607 ";"1993JJ00";"     624";"    0.03";"    1686";"    0.06";"     115";"    0.07"
"265";"E006588 ";"E006607 ";"1994JJ00";"     794";"    0.04";"    2140";"    0.07";"     150";"    0.09"
"266";"E006588 ";"E006607 ";"1995JJ00";"    1132";"    0.06";"    3025";"    0.10";"     215";"    0.12"
"267";"E006588 ";"E006607 ";"1996JJ00";"    1568";"    0.07";"    4093";"    0.13";"     287";"    0.16"
"268";"E006588 ";"E006607 ";"1997JJ00";"    1761";"    0.08";"    4403";"    0.14";"     318";"    0.18"
"269";"E006588 ";"E006607 ";"1998JJ00";"    2056";"    0.10";"    5128";"    0.16";"     365";"    0.21"
"270";"E006588 ";"E006607 ";"1999JJ00";"    2312";"    0.11";"    5780";"    0.19";"     401";"    0.23"
"271";"E006588 ";"E006607 ";"2000JJ00";"    2678";"    0.13";"    6745";"    0.22";"     481";"    0.28"
"272";"E006588 ";"E006607 ";"2001JJ00";"    2958";"    0.14";"    7565";"    0.24";"     536";"    0.30"
"273";"E006588 ";"E006607 ";"2002JJ00";"    3672";"    0.17";"    9416";"    0.29";"     666";"    0.38"
"274";"E006588 ";"E006607 ";"2003JJ00";"    4892";"    0.22";"   12479";"    0.37";"     877";"    0.49"
"275";"E006588 ";"E006607 ";"2004JJ00";"    6347";"    0.27";"   15946";"    0.47";"    1110";"    0.61"
"276";"E006588 ";"E006607 ";"2005JJ00";"    7321";"    0.32";"   18348";"    0.55";"    1264";"    0.71"
"277";"E006588 ";"E006607 ";"2006JJ00";"    9145";"    0.40";"   22414";"    0.68";"    1567";"    0.91"
"278";"E006588 ";"E006607 ";"2007JJ00";"   11396";"    0.51";"   27728";"    0.84";"    1913";"    1.11"
"279";"E006588 ";"E006607 ";"2008JJ00";"   14131";"    0.62";"   34890";"    1.07";"    2404";"    1.37"
"280";"E006588 ";"E006607 ";"2009JJ00";"   16131";"    0.73";"   39058";"    1.21";"    2668";"    1.57"
"281";"E006588 ";"E006607 ";"2010JJ00";"   16210";"    0.69";"   38320";"    1.10";"    2583";"    1.42"
"282";"E006588 ";"E006607 ";"2011JJ00";"   17010";"    0.78";"   39367";"    1.22";"    2653";"    1.57"
"283";"E006588 ";"E006607 ";"2012JJ00";"   17780";"    0.81";"   42378";"    1.30";"    3013";"    1.81"
"284";"E006588 ";"E006607 ";"2013JJ00";"   19324";"    0.88";"   45298";"    1.43";"    3334";"    2.01"
"285";"E006588 ";"E006607 ";"2014JJ00";"   20914";"    1.04";"   50020";"    1.65";"    3676";"    2.31"
"286";"E006588 ";"E006607 ";"2015JJ00";"   24900";"    1.20";"   60218";"    1.93";"    4691";"    2.81"
"287";"E006588 ";"E006607 ";"2016JJ00";"   30110";"    1.44";"   73216";"    2.32";"    5462";"    3.27"
"288";"E006588 ";"E006607 ";"2017JJ00";"   34710";"    1.64";"   82374";"    2.60";"    6022";"    3.65"
"289";"E006588 ";"E006607 ";"2018JJ00";"   36106";"    1.71";"   84033";"    2.70";"    6143";"    3.81"
"290";"E006588 ";"E006608 ";"1990JJ00";"";"";"";"";"";""
"291";"E006588 ";"E006608 ";"1991JJ00";"";"";"";"";"";""
"292";"E006588 ";"E006608 ";"1992JJ00";"";"";"";"";"";""
"293";"E006588 ";"E006608 ";"1993JJ00";"";"";"";"";"";""
"294";"E006588 ";"E006608 ";"1994JJ00";"";"";"";"";"";""
"295";"E006588 ";"E006608 ";"1995JJ00";"";"";"";"";"";""
"296";"E006588 ";"E006608 ";"1996JJ00";"";"";"";"";"";""
"297";"E006588 ";"E006608 ";"1997JJ00";"";"";"";"";"";""
"298";"E006588 ";"E006608 ";"1998JJ00";"";"";"";"";"";""
"299";"E006588 ";"E006608 ";"1999JJ00";"";"";"";"";"";""
"300";"E006588 ";"E006608 ";"2000JJ00";"";"";"";"";"";""
"301";"E006588 ";"E006608 ";"2001JJ00";"";"";"";"";"";""
"302";"E006588 ";"E006608 ";"2002JJ00";"";"";"";"";"";""
"303";"E006588 ";"E006608 ";"2003JJ00";"";"";"";"";"";""
"304";"E006588 ";"E006608 ";"2004JJ00";"";"";"";"";"";""
"305";"E006588 ";"E006608 ";"2005JJ00";"";"";"";"";"";""
"306";"E006588 ";"E006608 ";"2006JJ00";"";"";"";"";"";""
"307";"E006588 ";"E006608 ";"2007JJ00";"";"";"";"";"";""
"308";"E006588 ";"E006608 ";"2008JJ00";"";"";"";"";"";""
"309";"E006588 ";"E006608 ";"2009JJ00";"";"";"";"";"";""
"310";"E006588 ";"E006608 ";"2010JJ00";"";"";"";"";"";""
"311";"E006588 ";"E006608 ";"2011JJ00";"";"";"";"";"";""
"312";"E006588 ";"E006608 ";"2012JJ00";"";"";"";"";"";""
"313";"E006588 ";"E006608 ";"2013JJ00";"";"";"";"";"";""
"314";"E006588 ";"E006608 ";"2014JJ00";"";"";"";"";"";""
"315";"E006588 ";"E006608 ";"2015JJ00";"";"";"";"";"";""
"316";"E006588 ";"E006608 ";"2016JJ00";"";"";"";"";"";""
"317";"E006588 ";"E006608 ";"2017JJ00";"";"";"";"";"";""
"318";"E006588 ";"E006608 ";"2018JJ00";"";"";"";"";"";""
"319";"E006588 ";"E007028 ";"1990JJ00";"";"";"";"";"";""
"320";"E006588 ";"E007028 ";"1991JJ00";"";"";"";"";"";""
"321";"E006588 ";"E007028 ";"1992JJ00";"";"";"";"";"";""
"322";"E006588 ";"E007028 ";"1993JJ00";"";"";"";"";"";""
"323";"E006588 ";"E007028 ";"1994JJ00";"";"";"";"";"";""
"324";"E006588 ";"E007028 ";"1995JJ00";"";"";"";"";"";""
"325";"E006588 ";"E007028 ";"1996JJ00";"";"";"";"";"";""
"326";"E006588 ";"E007028 ";"1997JJ00";"";"";"";"";"";""
"327";"E006588 ";"E007028 ";"1998JJ00";"";"";"";"";"";""
"328";"E006588 ";"E007028 ";"1999JJ00";"";"";"";"";"";""
"329";"E006588 ";"E007028 ";"2000JJ00";"";"";"";"";"";""
"330";"E006588 ";"E007028 ";"2001JJ00";"";"";"";"";"";""
"331";"E006588 ";"E007028 ";"2002JJ00";"";"";"";"";"";""
"332";"E006588 ";"E007028 ";"2003JJ00";"";"";"";"";"";""
"333";"E006588 ";"E007028 ";"2004JJ00";"";"";"";"";"";""
"334";"E006588 ";"E007028 ";"2005JJ00";"";"";"";"";"";""
"335";"E006588 ";"E007028 ";"2006JJ00";"";"";"";"";"";""
"336";"E006588 ";"E007028 ";"2007JJ00";"";"";"";"";"";""
"337";"E006588 ";"E007028 ";"2008JJ00";"";"";"";"";"";""
"338";"E006588 ";"E007028 ";"2009JJ00";"";"";"";"";"";""
"339";"E006588 ";"E007028 ";"2010JJ00";"";"";"";"";"";""
"340";"E006588 ";"E007028 ";"2011JJ00";"";"";"";"";"";""
"341";"E006588 ";"E007028 ";"2012JJ00";"";"";"";"";"";""
"342";"E006588 ";"E007028 ";"2013JJ00";"";"";"";"";"";""
"343";"E006588 ";"E007028 ";"2014JJ00";"";"";"";"";"";""
"344";"E006588 ";"E007028 ";"2015JJ00";"";"";"";"";"";""
"345";"E006588 ";"E007028 ";"2016JJ00";"";"";"";"";"";""
"346";"E006588 ";"E007028 ";"2017JJ00";"";"";"";"";"";""
"347";"E006588 ";"E007028 ";"2018JJ00";"";"";"";"";"";""
"348";"E006637 ";"E007022 ";"1990JJ00";"     202";"    0.01";"     539";"    0.02";"      39";"    0.02"
"349";"E006637 ";"E007022 ";"1991JJ00";"     317";"    0.02";"     847";"    0.03";"      59";"    0.03"
"350";"E006637 ";"E007022 ";"1992JJ00";"     492";"    0.03";"    1319";"    0.05";"      90";"    0.05"
"351";"E006637 ";"E007022 ";"1993JJ00";"     624";"    0.03";"    1686";"    0.06";"     115";"    0.07"
"352";"E006637 ";"E007022 ";"1994JJ00";"     794";"    0.04";"    2140";"    0.07";"     150";"    0.09"
"353";"E006637 ";"E007022 ";"1995JJ00";"    1132";"    0.06";"    3025";"    0.10";"     215";"    0.12"
"354";"E006637 ";"E007022 ";"1996JJ00";"    1568";"    0.07";"    4093";"    0.13";"     287";"    0.16"
"355";"E006637 ";"E007022 ";"1997JJ00";"    1761";"    0.08";"    4403";"    0.14";"     318";"    0.18"
"356";"E006637 ";"E007022 ";"1998JJ00";"    2056";"    0.10";"    5128";"    0.16";"     365";"    0.21"
"357";"E006637 ";"E007022 ";"1999JJ00";"    2312";"    0.11";"    5780";"    0.19";"     401";"    0.23"
"358";"E006637 ";"E007022 ";"2000JJ00";"    2678";"    0.13";"    6745";"    0.22";"     481";"    0.28"
"359";"E006637 ";"E007022 ";"2001JJ00";"    2958";"    0.14";"    7565";"    0.24";"     536";"    0.30"
"360";"E006637 ";"E007022 ";"2002JJ00";"    3672";"    0.17";"    9416";"    0.29";"     666";"    0.38"
"361";"E006637 ";"E007022 ";"2003JJ00";"    4892";"    0.22";"   12479";"    0.37";"     877";"    0.49"
"362";"E006637 ";"E007022 ";"2004JJ00";"    6347";"    0.27";"   15946";"    0.47";"    1110";"    0.61"
"363";"E006637 ";"E007022 ";"2005JJ00";"    7321";"    0.32";"   18348";"    0.55";"    1264";"    0.71"
"364";"E006637 ";"E007022 ";"2006JJ00";"    8917";"    0.39";"   21855";"    0.66";"    1528";"    0.88"
"365";"E006637 ";"E007022 ";"2007JJ00";"   10304";"    0.46";"   25071";"    0.76";"    1730";"    1.00"
"366";"E006637 ";"E007022 ";"2008JJ00";"   12154";"    0.53";"   30009";"    0.92";"    2068";"    1.18"
"367";"E006637 ";"E007022 ";"2009JJ00";"   13543";"    0.62";"   32792";"    1.01";"    2240";"    1.31"
"368";"E006637 ";"E007022 ";"2010JJ00";"   13455";"    0.57";"   31808";"    0.92";"    2144";"    1.18"
"369";"E006637 ";"E007022 ";"2011JJ00";"   14336";"    0.65";"   33180";"    1.03";"    2236";"    1.32"
"370";"E006637 ";"E007022 ";"2012JJ00";"   14963";"    0.68";"   35847";"    1.10";"    2549";"    1.53"
"371";"E006637 ";"E007022 ";"2013JJ00";"   16676";"    0.76";"   38887";"    1.22";"    2862";"    1.72"
"372";"E006637 ";"E007022 ";"2014JJ00";"   18215";"    0.91";"   43446";"    1.43";"    3193";"    2.01"
"373";"E006637 ";"E007022 ";"2015JJ00";"   21174";"    1.02";"   51264";"    1.65";"    3993";"    2.39"
"374";"E006637 ";"E007022 ";"2016JJ00";"   21748";"    1.04";"   53907";"    1.71";"    4021";"    2.41"
"375";"E006637 ";"E007022 ";"2017JJ00";"   22560";"    1.07";"   54196";"    1.71";"    3962";"    2.40"
"376";"E006637 ";"E007022 ";"2018JJ00";"   23681";"    1.12";"   55356";"    1.78";"    4047";"    2.51"
"377";"E006637 ";"E006607 ";"1990JJ00";"     202";"    0.01";"     539";"    0.02";"      39";"    0.02"
"378";"E006637 ";"E006607 ";"1991JJ00";"     317";"    0.02";"     847";"    0.03";"      59";"    0.03"
"379";"E006637 ";"E006607 ";"1992JJ00";"     492";"    0.03";"    1319";"    0.05";"      90";"    0.05"
"380";"E006637 ";"E006607 ";"1993JJ00";"     624";"    0.03";"    1686";"    0.06";"     115";"    0.07"
"381";"E006637 ";"E006607 ";"1994JJ00";"     794";"    0.04";"    2140";"    0.07";"     150";"    0.09"
"382";"E006637 ";"E006607 ";"1995JJ00";"    1132";"    0.06";"    3025";"    0.10";"     215";"    0.12"
"383";"E006637 ";"E006607 ";"1996JJ00";"    1568";"    0.07";"    4093";"    0.13";"     287";"    0.16"
"384";"E006637 ";"E006607 ";"1997JJ00";"    1761";"    0.08";"    4403";"    0.14";"     318";"    0.18"
"385";"E006637 ";"E006607 ";"1998JJ00";"    2056";"    0.10";"    5128";"    0.16";"     365";"    0.21"
"386";"E006637 ";"E006607 ";"1999JJ00";"    2312";"    0.11";"    5780";"    0.19";"     401";"    0.23"
"387";"E006637 ";"E006607 ";"2000JJ00";"    2678";"    0.13";"    6745";"    0.22";"     481";"    0.28"
"388";"E006637 ";"E006607 ";"2001JJ00";"    2958";"    0.14";"    7565";"    0.24";"     536";"    0.30"
"389";"E006637 ";"E006607 ";"2002JJ00";"    3672";"    0.17";"    9416";"    0.29";"     666";"    0.38"
"390";"E006637 ";"E006607 ";"2003JJ00";"    4892";"    0.22";"   12479";"    0.37";"     877";"    0.49"
"391";"E006637 ";"E006607 ";"2004JJ00";"    6347";"    0.27";"   15946";"    0.47";"    1110";"    0.61"
"392";"E006637 ";"E006607 ";"2005JJ00";"    7321";"    0.32";"   18348";"    0.55";"    1264";"    0.71"
"393";"E006637 ";"E006607 ";"2006JJ00";"    8917";"    0.39";"   21855";"    0.66";"    1528";"    0.88"
"394";"E006637 ";"E006607 ";"2007JJ00";"   10304";"    0.46";"   25071";"    0.76";"    1730";"    1.00"
"395";"E006637 ";"E006607 ";"2008JJ00";"   12154";"    0.53";"   30009";"    0.92";"    2068";"    1.18"
"396";"E006637 ";"E006607 ";"2009JJ00";"   13543";"    0.62";"   32792";"    1.01";"    2240";"    1.31"
"397";"E006637 ";"E006607 ";"2010JJ00";"   13455";"    0.57";"   31808";"    0.92";"    2144";"    1.18"
"398";"E006637 ";"E006607 ";"2011JJ00";"   14336";"    0.65";"   33180";"    1.03";"    2236";"    1.32"
"399";"E006637 ";"E006607 ";"2012JJ00";"   14963";"    0.68";"   35847";"    1.10";"    2549";"    1.53"
"400";"E006637 ";"E006607 ";"2013JJ00";"   16676";"    0.76";"   38887";"    1.22";"    2862";"    1.72"
"401";"E006637 ";"E006607 ";"2014JJ00";"   18215";"    0.91";"   43446";"    1.43";"    3193";"    2.01"
"402";"E006637 ";"E006607 ";"2015JJ00";"   21174";"    1.02";"   51264";"    1.65";"    3993";"    2.39"
"403";"E006637 ";"E006607 ";"2016JJ00";"   21748";"    1.04";"   53907";"    1.71";"    4021";"    2.41"
"404";"E006637 ";"E006607 ";"2017JJ00";"   22560";"    1.07";"   54196";"    1.71";"    3962";"    2.40"
"405";"E006637 ";"E006607 ";"2018JJ00";"   23681";"    1.12";"   55356";"    1.78";"    4047";"    2.51"
"406";"E006637 ";"E006608 ";"1990JJ00";"";"";"";"";"";""
"407";"E006637 ";"E006608 ";"1991JJ00";"";"";"";"";"";""
"408";"E006637 ";"E006608 ";"1992JJ00";"";"";"";"";"";""
"409";"E006637 ";"E006608 ";"1993JJ00";"";"";"";"";"";""
"410";"E006637 ";"E006608 ";"1994JJ00";"";"";"";"";"";""
"411";"E006637 ";"E006608 ";"1995JJ00";"";"";"";"";"";""
"412";"E006637 ";"E006608 ";"1996JJ00";"";"";"";"";"";""
"413";"E006637 ";"E006608 ";"1997JJ00";"";"";"";"";"";""
"414";"E006637 ";"E006608 ";"1998JJ00";"";"";"";"";"";""
"415";"E006637 ";"E006608 ";"1999JJ00";"";"";"";"";"";""
"416";"E006637 ";"E006608 ";"2000JJ00";"";"";"";"";"";""
"417";"E006637 ";"E006608 ";"2001JJ00";"";"";"";"";"";""
"418";"E006637 ";"E006608 ";"2002JJ00";"";"";"";"";"";""
"419";"E006637 ";"E006608 ";"2003JJ00";"";"";"";"";"";""
"420";"E006637 ";"E006608 ";"2004JJ00";"";"";"";"";"";""
"421";"E006637 ";"E006608 ";"2005JJ00";"";"";"";"";"";""
"422";"E006637 ";"E006608 ";"2006JJ00";"";"";"";"";"";""
"423";"E006637 ";"E006608 ";"2007JJ00";"";"";"";"";"";""
"424";"E006637 ";"E006608 ";"2008JJ00";"";"";"";"";"";""
"425";"E006637 ";"E006608 ";"2009JJ00";"";"";"";"";"";""
"426";"E006637 ";"E006608 ";"2010JJ00";"";"";"";"";"";""
"427";"E006637 ";"E006608 ";"2011JJ00";"";"";"";"";"";""
"428";"E006637 ";"E006608 ";"2012JJ00";"";"";"";"";"";""
"429";"E006637 ";"E006608 ";"2013JJ00";"";"";"";"";"";""
"430";"E006637 ";"E006608 ";"2014JJ00";"";"";"";"";"";""
"431";"E006637 ";"E006608 ";"2015JJ00";"";"";"";"";"";""
"432";"E006637 ";"E006608 ";"2016JJ00";"";"";"";"";"";""
"433";"E006637 ";"E006608 ";"2017JJ00";"";"";"";"";"";""
"434";"E006637 ";"E006608 ";"2018JJ00";"";"";"";"";"";""
"435";"E006637 ";"E007028 ";"1990JJ00";"";"";"";"";"";""
"436";"E006637 ";"E007028 ";"1991JJ00";"";"";"";"";"";""
"437";"E006637 ";"E007028 ";"1992JJ00";"";"";"";"";"";""
"438";"E006637 ";"E007028 ";"1993JJ00";"";"";"";"";"";""
"439";"E006637 ";"E007028 ";"1994JJ00";"";"";"";"";"";""
"440";"E006637 ";"E007028 ";"1995JJ00";"";"";"";"";"";""
"441";"E006637 ";"E007028 ";"1996JJ00";"";"";"";"";"";""
"442";"E006637 ";"E007028 ";"1997JJ00";"";"";"";"";"";""
"443";"E006637 ";"E007028 ";"1998JJ00";"";"";"";"";"";""
"444";"E006637 ";"E007028 ";"1999JJ00";"";"";"";"";"";""
"445";"E006637 ";"E007028 ";"2000JJ00";"";"";"";"";"";""
"446";"E006637 ";"E007028 ";"2001JJ00";"";"";"";"";"";""
"447";"E006637 ";"E007028 ";"2002JJ00";"";"";"";"";"";""
"448";"E006637 ";"E007028 ";"2003JJ00";"";"";"";"";"";""
"449";"E006637 ";"E007028 ";"2004JJ00";"";"";"";"";"";""
"450";"E006637 ";"E007028 ";"2005JJ00";"";"";"";"";"";""
"451";"E006637 ";"E007028 ";"2006JJ00";"";"";"";"";"";""
"452";"E006637 ";"E007028 ";"2007JJ00";"";"";"";"";"";""
"453";"E006637 ";"E007028 ";"2008JJ00";"";"";"";"";"";""
"454";"E006637 ";"E007028 ";"2009JJ00";"";"";"";"";"";""
"455";"E006637 ";"E007028 ";"2010JJ00";"";"";"";"";"";""
"456";"E006637 ";"E007028 ";"2011JJ00";"";"";"";"";"";""
"457";"E006637 ";"E007028 ";"2012JJ00";"";"";"";"";"";""
"458";"E006637 ";"E007028 ";"2013JJ00";"";"";"";"";"";""
"459";"E006637 ";"E007028 ";"2014JJ00";"";"";"";"";"";""
"460";"E006637 ";"E007028 ";"2015JJ00";"";"";"";"";"";""
"461";"E006637 ";"E007028 ";"2016JJ00";"";"";"";"";"";""
"462";"E006637 ";"E007028 ";"2017JJ00";"";"";"";"";"";""
"463";"E006637 ";"E007028 ";"2018JJ00";"";"";"";"";"";""
"464";"E006638 ";"E007022 ";"1990JJ00";"";"";"";"";"";""
"465";"E006638 ";"E007022 ";"1991JJ00";"";"";"";"";"";""
"466";"E006638 ";"E007022 ";"1992JJ00";"";"";"";"";"";""
"467";"E006638 ";"E007022 ";"1993JJ00";"";"";"";"";"";""
"468";"E006638 ";"E007022 ";"1994JJ00";"";"";"";"";"";""
"469";"E006638 ";"E007022 ";"1995JJ00";"";"";"";"";"";""
"470";"E006638 ";"E007022 ";"1996JJ00";"";"";"";"";"";""
"471";"E006638 ";"E007022 ";"1997JJ00";"";"";"";"";"";""
"472";"E006638 ";"E007022 ";"1998JJ00";"";"";"";"";"";""
"473";"E006638 ";"E007022 ";"1999JJ00";"";"";"";"";"";""
"474";"E006638 ";"E007022 ";"2000JJ00";"";"";"";"";"";""
"475";"E006638 ";"E007022 ";"2001JJ00";"";"";"";"";"";""
"476";"E006638 ";"E007022 ";"2002JJ00";"";"";"";"";"";""
"477";"E006638 ";"E007022 ";"2003JJ00";"";"";"";"";"";""
"478";"E006638 ";"E007022 ";"2004JJ00";"";"";"";"";"";""
"479";"E006638 ";"E007022 ";"2005JJ00";"";"";"";"";"";""
"480";"E006638 ";"E007022 ";"2006JJ00";"     228";"    0.01";"     559";"    0.02";"      39";"    0.02"
"481";"E006638 ";"E007022 ";"2007JJ00";"    1092";"    0.05";"    2658";"    0.08";"     183";"    0.11"
"482";"E006638 ";"E007022 ";"2008JJ00";"    1977";"    0.09";"    4881";"    0.15";"     336";"    0.19"
"483";"E006638 ";"E007022 ";"2009JJ00";"    2588";"    0.12";"    6265";"    0.19";"     428";"    0.25"
"484";"E006638 ";"E007022 ";"2010JJ00";"    2755";"    0.12";"    6513";"    0.19";"     439";"    0.24"
"485";"E006638 ";"E007022 ";"2011JJ00";"    2674";"    0.12";"    6187";"    0.19";"     417";"    0.25"
"486";"E006638 ";"E007022 ";"2012JJ00";"    2817";"    0.13";"    6531";"    0.20";"     464";"    0.28"
"487";"E006638 ";"E007022 ";"2013JJ00";"    2648";"    0.12";"    6411";"    0.20";"     472";"    0.28"
"488";"E006638 ";"E007022 ";"2014JJ00";"    2700";"    0.13";"    6574";"    0.22";"     483";"    0.30"
"489";"E006638 ";"E007022 ";"2015JJ00";"    3727";"    0.18";"    8954";"    0.29";"     698";"    0.42"
"490";"E006638 ";"E007022 ";"2016JJ00";"    8362";"    0.40";"   19309";"    0.61";"    1440";"    0.86"
"491";"E006638 ";"E007022 ";"2017JJ00";"   12150";"    0.57";"   28178";"    0.89";"    2060";"    1.25"
"492";"E006638 ";"E007022 ";"2018JJ00";"   12426";"    0.59";"   28677";"    0.92";"    2096";"    1.30"
"493";"E006638 ";"E006607 ";"1990JJ00";"";"";"";"";"";""
"494";"E006638 ";"E006607 ";"1991JJ00";"";"";"";"";"";""
"495";"E006638 ";"E006607 ";"1992JJ00";"";"";"";"";"";""
"496";"E006638 ";"E006607 ";"1993JJ00";"";"";"";"";"";""
"497";"E006638 ";"E006607 ";"1994JJ00";"";"";"";"";"";""
"498";"E006638 ";"E006607 ";"1995JJ00";"";"";"";"";"";""
"499";"E006638 ";"E006607 ";"1996JJ00";"";"";"";"";"";""
"500";"E006638 ";"E006607 ";"1997JJ00";"";"";"";"";"";""
"501";"E006638 ";"E006607 ";"1998JJ00";"";"";"";"";"";""
"502";"E006638 ";"E006607 ";"1999JJ00";"";"";"";"";"";""
"503";"E006638 ";"E006607 ";"2000JJ00";"";"";"";"";"";""
"504";"E006638 ";"E006607 ";"2001JJ00";"";"";"";"";"";""
"505";"E006638 ";"E006607 ";"2002JJ00";"";"";"";"";"";""
"506";"E006638 ";"E006607 ";"2003JJ00";"";"";"";"";"";""
"507";"E006638 ";"E006607 ";"2004JJ00";"";"";"";"";"";""
"508";"E006638 ";"E006607 ";"2005JJ00";"";"";"";"";"";""
"509";"E006638 ";"E006607 ";"2006JJ00";"     228";"    0.01";"     559";"    0.02";"      39";"    0.02"
"510";"E006638 ";"E006607 ";"2007JJ00";"    1092";"    0.05";"    2658";"    0.08";"     183";"    0.11"
"511";"E006638 ";"E006607 ";"2008JJ00";"    1977";"    0.09";"    4881";"    0.15";"     336";"    0.19"
"512";"E006638 ";"E006607 ";"2009JJ00";"    2588";"    0.12";"    6265";"    0.19";"     428";"    0.25"
"513";"E006638 ";"E006607 ";"2010JJ00";"    2755";"    0.12";"    6513";"    0.19";"     439";"    0.24"
"514";"E006638 ";"E006607 ";"2011JJ00";"    2674";"    0.12";"    6187";"    0.19";"     417";"    0.25"
"515";"E006638 ";"E006607 ";"2012JJ00";"    2817";"    0.13";"    6531";"    0.20";"     464";"    0.28"
"516";"E006638 ";"E006607 ";"2013JJ00";"    2648";"    0.12";"    6411";"    0.20";"     472";"    0.28"
"517";"E006638 ";"E006607 ";"2014JJ00";"    2700";"    0.13";"    6574";"    0.22";"     483";"    0.30"
"518";"E006638 ";"E006607 ";"2015JJ00";"    3727";"    0.18";"    8954";"    0.29";"     698";"    0.42"
"519";"E006638 ";"E006607 ";"2016JJ00";"    8362";"    0.40";"   19309";"    0.61";"    1440";"    0.86"
"520";"E006638 ";"E006607 ";"2017JJ00";"   12150";"    0.57";"   28178";"    0.89";"    2060";"    1.25"
"521";"E006638 ";"E006607 ";"2018JJ00";"   12426";"    0.59";"   28677";"    0.92";"    2096";"    1.30"
